id,image,back_camera,chips,id_api,liked,max_price,min_price,name,operational_system,rating,rating_number,screen_size,brand,type
7577,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-samsung-galaxy-ace-3-duos-gt-s7272_200x200-PU8cf5e_1.jpg,5.0,NULL,577374,1,NULL,NULL,Smartphone Samsung Galaxy Ace 3 Duos GT-S7272,Android,NULL,NULL,4.0,Samsung,Smartphone
7578,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-life-view-l110_600x600-PU86a5a_1.jpg,12.0,Dual Chip,551514,0,NULL,NULL,Smartphone BLU Life View L110,Android,NULL,NULL,5.7,BLU,Smartphone
7579,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-life-play_600x600-PU91c35_1.jpg,NULL,NULL,597045,1,NULL,NULL,Smartphone BLU Life Play,NULL,NULL,NULL,NULL,BLU,Smartphone
7580,http://thumbs.buscape.com.br/celular-e-smartphone/celular-alcatel-1011d_200x200-PU920a1_1.jpg,NULL,NULL,598177,0,NULL,NULL,Celular Alcatel 1011D,NULL,NULL,NULL,NULL,Alcatel,Celular
7581,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-multilaser-prime_200x200-PU86a94_1.jpg,8.0,Dual Chip,551572,0,NULL,NULL,Smartphone Multilaser Prime,Android,NULL,NULL,4.7,Multilaser,Smartphone
7582,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-motorola-motoluxe-xt615_200x200-PU660ef_1.jpg,8.0,NULL,418031,0,NULL,NULL,Smartphone Motorola MotoLuxe XT615,Android,NULL,NULL,4.0,Motorola,Smartphone
7583,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-blu-vivo-4-8-hd-d940_200x200-PU8ed97_1.jpg,8.0,NULL,585111,1,NULL,NULL,Smartphone BLU Vivo 4.8 HD D940,Android,NULL,NULL,4.8,BLU,Smartphone
7584,http://thumbs.buscape.com.br/celular-e-smartphone/celular-motorola-v196_200x200-PU1af1e_1.jpg,NULL,Single Chip,110366,0,NULL,NULL,Celular Motorola V196,NULL,NULL,NULL,NULL,Motorola,Celular
7585,http://thumbs.buscape.com.br/celular-e-smartphone/smartphone-lg-optimus-l4-ii-e440_200x200-PU86a64_1.jpg,3.15,NULL,551524,0,NULL,NULL,Smartphone LG Optimus L4 II E440,Android,NULL,NULL,3.8,LG,Smartphone
7586,http://thumbs.buscape.com.br/celular-e-smartphone/celular-lenoxx-sound-cx-912_200x200-PU91551_1.jpg,NULL,NULL,595281,0,NULL,NULL,Celular Lenoxx Sound CX-912,NULL,NULL,NULL,NULL,Lenoxx,Celular
